page,type,raw,translation,note
311,词组,it’s hard to see any merit in the idea that,很难看出…这种说法有什么道理,see merit in sth 认为某事有可取之处；merit 优点、可取之处。
311,多义,a topic that understandably generates a lot of heat,一个可以理解地会引发大量激烈争论的话题,heat 本句义“（争论中的）火气、情绪”vs 常见义“热”；generate heat 引发争吵，常与 shed light（给出启发）对举。
311,词组,it also generates very little by way of credible examples,却几乎拿不出什么可信的例子,by way of 此处等于“作为、以…的形式”，不是“经由、途经”。
311,术语,quote stuffing,报价填塞,在极短时间内大量下单又撤单，以拥塞行情通道、拖慢他人反应或制造假象的做法。
311,难句,Perhaps this is the most important point to consider of all: successful investing and trading rely inherently on a correct anticipation of the future aggregate behavior of other investors and traders.,或许这是所有要点中最值得思量的一点：成功的投资与交易，本质上都依赖于对其他投资者和交易者未来整体行为的正确预判。,冒号后的句子是对 this 的展开；of all 后置修饰 the most important point；rely on 的宾语 a correct anticipation 后接多层 of 短语（anticipation of behavior of others）。
312,生词,confound others into making mistakes,把别人搅糊涂，诱使其犯错,confound 使困惑、挫败（计划）；confound sb into doing 使某人稀里糊涂地做出某事。
312,词组,bully slower investors into giving up profits,逼迫较慢的投资者交出利润,bully sb into doing 胁迫某人做某事；into 表被迫达成的结果。
312,多义,Facebook’s troubled IPO in 2012,Facebook 2012年状况百出的IPO,troubled 本句义“问题不断的、出岔子的”vs 常见义“（人）苦恼不安的”。
312,生词,until Aleynikov’s conviction was dismissed and vacated,直到阿列尼科夫的有罪判决被驳回并撤销,conviction 定罪判决（另有“坚定信念”义）；vacate 此处为法律义“撤销（判决）”，非“腾空、搬离”。
312,生词,the indubitable Goldman claimed,不容置疑的高盛声称,indubitable 毋庸置疑的（此处带反讽语气）；反义词 dubious 可疑的。
312,生词,to reap profits,攫取利润,reap 本义收割庄稼，引申为获取（收益、好处）；reap the rewards 收获回报。
312,术语,NCMMs react to the limit order book,非契约做市商依据限价订单簿做出反应,NCMM＝non-contractual market maker，不与交易所签约、无强制报价义务的自愿做市者；CMM 则负有提供流动性的合约义务并能看到客户订单流。
312,生词,the subject of the public’s ire against HFTs,公众针对高频交易的怒火所指的对象,ire 怒火（书面语，＝anger）；the subject of 此处指“承受…的对象”。
312,多义,This would have the perverse consequence of giving all HFTs a look at order flow before it hits the tape.,这反而会带来一个适得其反的后果：让所有高频交易者都能在订单进入公开成交纪录之前先看一眼订单流。,perverse 本句义“事与愿违的、与初衷相反的”vs 常见义“（人）故意作对的”；hit the tape 出现在公开的行情/成交纪录带上。
312,多义,A pet phrase of HFT’s detractors is latency arbitrage,高频交易批评者的一句口头禅是“延迟套利”,pet phrase 口头禅，pet 此处为形容词“最爱的”；latency arbitrage 延迟套利，指利用不同数据通道之间的时间差抢先成交。
312,难句,Let’s be really explicit: front-running occurs when a fiduciary uses knowledge of his customer’s order to buy or sell to perform that same action before they have the opportunity to do so.,把话挑明了说：所谓抢先交易，是指受托人利用自己掌握的客户买卖指令信息，抢在客户有机会成交之前先做同样的动作。,冒号引出定义；fiduciary 受托人，负有为客户利益行事的法定义务；to buy or sell 修饰 order（买入或卖出的委托），第二个不定式 to perform 才是 uses...to 的目的状语；句末 they 回指 his customer。
312,多义,a stylized strategy that is supposed to demonstrate,一个经过程式化提炼、据称能说明…的策略,stylized 本句义“简化提炼过的、教科书式的”vs 常见义“风格化的”；be supposed to 据称、本应。
313,生词,to front-run an institutional trader’s execution algorithm,抢先于机构交易者的执行算法成交,front-run 作动词用，直接跟宾语；execution algorithm 执行算法，指把大单拆细、择时下达的程序。
313,词组,we marvel at his speed,我们惊叹于他的速度,marvel at 对…感到惊叹，为不及物动词加介词 at；名词 marvel 奇迹。
313,词组,If we grant the premise,如果我们姑且承认这个前提,grant 此处指“（论辩中）暂且承认对方的说法”；premise 前提。
313,术语,it takes some time to be reflected in the NBBO,需要一段时间才会反映到全国最优买卖报价上,NBBO（national best bid and offer）：由各交易所报价汇总出的全市场最优买价与卖价，是散户成交价的基准。
313,术语,many HFTs establish direct data feeds from the exchanges,许多高频交易者建立来自各交易所的直连行情数据源,direct data feed 直连数据源：绕开合并行情带、直接从交易所取得原始行情，速度更快但成本高、维护难。
313,术语,before it is reflected in the centralized tape,在其反映到集中行情带之前,centralized/consolidated tape 合并行情带：汇总各交易所报价与成交的官方数据，更新比直连源慢。
313,生词,There is no conceivable way that an HFT could see the order before it happens.,高频交易者不可能有任何设想得出的办法在订单发生之前就看到它。,conceivable 可以想象的、设想得到的；no conceivable way 是加强否定的固定说法。
313,词组,it is probable he will go through all the trouble,他多半会不嫌麻烦地把这一切做到,go through the trouble (of doing) 不辞辛劳地做某事；it is probable that... 很可能。
313,文化,Usain Bolt is faster than most other sprinters.,尤塞恩·博尔特比大多数短跑选手都快。,博尔特为百米世界纪录保持者，下文的 Patrick Makau 则是当时的马拉松世界纪录保持者；作者以“两人比的不是同一个项目”类比高频交易者与养老金投资者。
313,难句,It seems to me that HFT’s opponents have misunderstood the difference between being faster than others and front-running them.,在我看来，高频交易的反对者混淆了“比别人快”与“抢在别人前面交易”之间的区别。,It seems to me that... 为形式主语句；the difference between A and B 中 A、B 均为动名词短语，须保持结构对称。
314,生词,those traders would outwit the less capable,那些交易者会智胜能力较差的人,outwit 以智取胜；out- 前缀表“胜过”（outperform、outrun）；the less capable 为形容词作名词，指一类人。
314,词组,customer order flow before the fact,事前的客户订单流,before the fact / after the fact 事前 / 事后（法律术语 accessory before the fact 事前从犯）。
314,词组,As it turns out,结果表明,turn out 结果证明是；as it turns out 引出与先前预期不同的实情。
314,语法,What this has to do with HFTs is not something I have the ability to imagine.,这跟高频交易究竟有什么关系，我实在想象不出来。,What 引导的名词性从句整体作句子主语；have to do with 与…有关；something 后省略了关系代词 that。
314,多义,some bad actor in the HFT world,高频交易圈里的某个害群之马,bad actor 本句义“作恶者、坏分子”（美式用法）vs 字面义“糟糕的演员”。
314,文化,the Hunt brothers cornered and manipulated the silver markets beginning in the 1970s,亨特兄弟自1970年代起逼仓并操纵白银市场,亨特兄弟大举囤积白银企图垄断，1980年“白银星期四”崩盘；corner a market 逼仓，指控制某商品的大部分可交割供给，迫使空头高价回补。
314,词组,"For that matter, should telephones be banned",真要这么说的话，电话是不是也该禁掉,for that matter 就此而言、说到这个（用于把前面的逻辑推而广之）。
314,生词,the contention that HFTs manipulate markets,高频交易操纵市场这一论点,contention 论点、主张（动词 contend that 主张）；另有“争执、争论”义。
314,术语,known as cancelation rates,即所谓撤单率,撤单率＝撤销的委托数占委托总数的比例；做市商需随行情不断更新报价，故撤单率天然极高。
314,难句,It also appears lost on those pointing to the Facebook IPO as evidence of an HFT manipulation problem that the price dropped and remained well below the IPO price for well over a year.,那些拿Facebook的IPO当作高频交易操纵证据的人，似乎也没意识到：该股当时就跌破发行价，且在此后一年多里始终远低于发行价。,It 为形式主语，真正的主语是句末的 that 从句（被长长的 on 短语隔开，属外置结构）；be lost on sb 某人没能领会；pointing to... 为分词短语后置修饰 those。
315,生词,it is of inferior quality,它质量低劣,inferior 次等的、劣于…的（inferior to，不用 than）；of + 抽象名词表性质。
315,术语,overwhelming exchanges with massive message volumes,用海量报文冲垮交易所,message volume 报文量：下单、改单、撤单等指令的条数，是交易所系统负荷的主要来源。
315,术语,the importance of queue placement,排队位次的重要性,queue placement 指限价单在同一价位队列中的先后位置，位次越靠前越早成交。
315,术语,Time priority markets,时间优先型市场,同价位下先挂单者先成交的撮合规则，与按挂单量比例分配（pro rata）的规则相对。
315,语法,require that a passive trader be fast on his feet if he doesn’t want to get picked off,要求被动交易者必须反应敏捷，否则就会被“狙击”,require/demand/insist that 引导的从句用动词原形（be），是虚拟语气，相当于省略了 should；be fast on one’s feet 反应快、随机应变。
315,术语,get picked off,被“狙击”吃掉,pick off 本义逐个击落；此处指行情已变、挂单来不及撤销，被信息更快的对手主动成交而吃亏。
315,术语,Decimalization of stocks led to an increased frequency of price changes,股票报价十进制化导致价格变动更频繁,Decimalization：2001年美股最小报价单位由1/16美元改为1美分，价差收窄、报价跳动更密集。
315,术语,Fragmentation in the U.S. equity market,美股市场的碎片化,同一只股票在十多家交易所和多个暗池同时交易，流动性被分散，因而需要合并行情与智能路由。
315,生词,the liquidity being provided is merely a mirage,所提供的流动性只是海市蜃楼,mirage 幻景、镜花水月；being provided 为被动进行式分词短语作后置定语。
315,术语,the average NBBO quote on SPY,SPY上的平均全国最优报价,SPY 是跟踪标普500指数的ETF，长期为全球成交量最大的交易标的。
315,难句,"But they are posting far more liquidity than they actually want to provide, and once they get filled on the size they are willing to trade, they must cancel the extra orders or risk being run over by active traders.",但他们挂出的流动性远超实际愿意提供的量；一旦按其愿意成交的数量被成交，就必须撤掉多余的挂单，否则就有被主动交易者“碾过”的风险。,far more...than 为比较结构，far 加强程度；get filled 被成交；risk doing 冒着…的风险（risk 后须接动名词）；being run over 为被动动名词。
316,多义,which buys the HFT time,这为高频交易者争取了时间,buy sb time 为某人赢得时间，buy 此处不是“购买”；time 为直接宾语。
316,术语,the same micro-bursting problem,同样的“微突发”问题,micro-bursting：极短时间内消息量骤然飙升的尖峰，会瞬时压垮系统的处理能力，即便平均负荷并不高。
316,生词,their data quality had deteriorated so much,他们的数据质量已严重恶化,deteriorate 恶化、变坏（不及物动词）；名词 deterioration。
316,生词,if exchanges were being hampered by HFTs,如果交易所真被高频交易拖累,hamper 妨碍、阻碍（＝hinder）；were being 为虚拟语气中的被动进行式。
316,多义,"they warn, sanction, and, if necessary, ban traders who generate excess traffic",他们会警告、处罚、必要时封禁产生过量流量的交易者,sanction 本句义为动词“制裁、处罚”vs 常见义“批准、认可”——同一词兼有正反两义，须靠语境判别。
316,术语,"A minimum resting time, which would disallow the immediate cancelation of an order",最短挂单存续时间：不允许订单被立即撤销,一项监管提议，要求限价单挂出后必须停留一段最短时间才准撤销，意在压低撤单率。
316,生词,The proximate effect of such a change,这种改动的直接后果,proximate 最直接的、最近的（proximate cause 近因）；与 approximate（近似的）形近易混。
316,多义,a large proportion of all orders would be very stale,很大一部分订单会非常“陈旧”,stale 本句义“（报价）已过时、跟不上当前价格的”vs 常见义“（面包）不新鲜的”。
316,术语,an active order from an index arbitrageur,来自指数套利者的主动单,index arbitrage 指数套利：当指数期货或ETF与其成分股组合之间价格失衡时反向操作，赚取回归收益。
316,术语,a variety of robustness checks including difference-in-differences tests,多种稳健性检验，包括双重差分检验,difference-in-differences（DID）：比较处理组与对照组在事件前后各自变化之差，用以识别因果效应。
316,难句,"Requiring that a liquidity-providing passive trader allow himself to be picked off, in order to solve a non-existent problem, doesn’t seem likely to be an effective improvement to the current market structure.",为了解决一个根本不存在的问题，就要求提供流动性的被动交易者甘愿被人“狙击”，这不太可能是对现行市场结构的有效改进。,动名词短语 Requiring that... 整体作主语，其宾语从句用原形 allow（虚拟语气）；in order to 短语插在主语与谓语 doesn’t seem 之间，注意跨过它找回主干。
317,术语,end-of-day manipulation,收盘价操纵,在临近收盘时刻意下单推动收盘价；因收盘价被用于估值、结算与业绩计算，故有操纵动机。
317,生词,curtailing the frequency and severity,遏制其频率与严重程度,curtail 削减、缩短、限制（比 reduce 正式）；severity 严重程度。
317,多义,The effect of HFT is more pronounced,高频交易的作用更为显著,pronounced 本句义“明显的、显著的”vs 常见义“被读出的”（pronounce 发音）。
317,术语,our findings are robust to different measures,我们的结论对不同的度量口径都稳健,robust to：换用其他度量方法或样本后结论依然成立，是实证研究可信度的常规检验。
317,生词,computer software has glitches,计算机软件会出小故障,glitch 小故障、瞬时失灵，多指技术性小毛病，程度轻于 failure。
317,多义,lead to speculation that HFTs are to blame,引发“高频交易该负责”的猜测,speculation 本句义“猜测、揣度”vs 金融常见义“投机”；be to blame 该受责备，主动形式表被动含义。
317,生词,exonerated HFTs about as clearly as could be done,几乎已尽可能明确地还了高频交易清白,exonerate 免除…的罪责、证明无辜；as clearly as could be done 为省略主语的被动比较从句。
317,词组,made no dent in the perception,丝毫未能撼动那种看法,make a dent in 使…出现凹痕→对…产生（哪怕一点）影响，多用于否定句。
317,多义,was probed in August 2010 for a bug,于2010年8月因一个程序漏洞而遭调查,probe 本句义“（官方）调查”vs 常见义“探针、探测”；probe sb for sth 因某事调查某人。
317,术语,another “fat finger” error,又一起“胖手指”错误,fat finger：人工下单时按错键（把数量与价格填反、多打几个零）造成的乌龙交易。
317,难句,"Indeed, it remains fairly widely asserted that the Flash Crash was a computer-driven event, despite both an abundance of evidence to the contrary and none in favor of such a theory.",事实上，“闪电崩盘是计算机驱动的事件”这一说法仍被广泛断言，尽管相反的证据比比皆是，而支持这一说法的证据一条也没有。,it 为形式主语，真主语是 that 从句；remains asserted 由“remain + 过去分词”构成，表“仍旧被…”；despite 后接 both A and B 两个并列宾语，none 即 no evidence，承前省略。
318,术语,the 6-digit SEDOL identifier,6位SEDOL证券识别码,SEDOL 是伦敦证交所分配给证券的识别码；此处被误填进了订单的“数量”字段，酿成巨亏。
318,生词,a frenzy of activity,一阵疯狂的交易,frenzy 狂乱、狂热；a frenzy of + 名词 表“一阵疯狂的…”。
318,语法,a glitch at the exchange that led to a less than flawless IPO for a hot tech stock,交易所的一次故障，导致某只热门科技股的IPO远谈不上完美,less than + 形容词 是委婉的否定说法（less than flawless 实指“很不完美”）；that 定语从句修饰 a glitch 而非 the exchange。
318,词组,bigger and far more pressing problems weighing on the markets,更大、更紧迫、压在市场头上的问题,weigh on 压迫、拖累（心理或市场）；pressing 紧迫的；weighing 为现在分词后置修饰 problems。
318,词组,The 1929 market crash that kicked off the Great Depression,引发大萧条的1929年股灾,kick off 拉开序幕、开启（源自足球开球）；the Great Depression 特指1930年代的大萧条。
318,生词,the decades-long stagnation in Japan’s economy,日本经济长达数十年的停滞,stagnation 停滞（形容词 stagnant，本义“死水般不流动的”）；decades-long 长达数十年的。
318,术语,the problems in Greek and other Euro-zone sovereigns,希腊等欧元区主权债务的问题,sovereign 此处为名词，指主权国家发行的债券或其信用；欧债危机自2010年起爆发。
318,术语,real money investors,真金白银型投资者,real money 指用自有长期资金投资、基本不加杠杆的机构（养老金、共同基金、保险资金），与杠杆型的对冲基金相对。
318,词组,since HFTs have gained prominence,自从高频交易崭露头角以来,gain prominence 变得显赫、受人瞩目；prominent 突出的、著名的。
318,生词,Manoj Narang dissects this argument,纳朗剖析了这一论点,dissect 本义解剖，引申为细致剖析（论点、数据）。
318,难句,"If long-term investors are truly long-term, why should they care about a frenzy of activity in which the market drops by 10 percent and then recovers almost entirely a few minutes later?",如果长期投资者真的是长期的，他们为什么要在意这样一阵疯狂——市场先跌10%，几分钟后又几乎全数收复？,条件从句 + 反问句；why should...? 表“没有理由…”；in which 引导定语从句修饰 a frenzy of activity，从句内 drops 与 recovers 为并列谓语。
319,生词,almost all dormant overnight,隔夜时段几乎全都处于休眠状态,dormant 休眠的、暂不活动的；与 dominant（占主导的）形近易混。
319,术语,they tend to take home no overnight positions,隔夜头寸,take home a position 指把仓位留过夜；高频交易商通常收盘前平光，不留隔夜风险。
319,词组,we can take as a rule of thumb,可以把…当作一条经验法则,rule of thumb 粗略但好用的经验判断，不追求精确。
319,术语,the Federal Open Market Committee’s announcements,联邦公开市场委员会（FOMC）的政策公告,FOMC 是美联储决定利率政策的机构，其决议在交易时段内发布，故属 intraday 事件。
319,生词,the aforementioned New York Times article,前面提到的那篇《纽约时报》文章,aforementioned 正式书面语，指前文已提及的；等于口语的 the one I mentioned earlier。
319,生词,Reg NMS was enacted,（法规）被颁布实施,enact 立法通过、颁布；与 enforce（执行已有法规）区分。
319,生词,the contention that HFTs have caused increased volatility,论点；主张,contention 本处指被主张的观点（= claim）；另有常见义争执、争论。
319,生词,the natural partitions we described,自然的划分区间,partition 切分、区隔；此处指把一天切成互不重叠的日内段与隔夜段。
319,多义,the magnitude of the index’s movements,指数波动的幅度,本句义幅度、量级；常见义重要性、重大程度。
319,难句,"But we can do a better job of understanding the sources of this increase by examining the behavior of the market while it is closed, versus when HFTs are active (while the market is open).",但要弄清这一上升的来源，更好的办法是把市场休市时的表现，与高频交易商活跃时（即开市时）的表现拿来对照考察。,主干 we can do a better job of understanding...；by examining... 为方式状语；versus 引出对照的第二个考察对象，两个 while 从句分别给两段时间下定义。
319,难句,"If the critics are right, we should see the open:close volatility increase at least as much as the close:close volatility, since that’s the only time that HFTs could possibly affect prices.",如果批评者说得对，我们应当看到开盘至收盘的波动率涨幅至少与收盘至收盘的波动率涨幅相当，因为开盘时段是高频交易唯一可能影响价格的时间。,see + 宾语 + 动词原形（increase）的感官动词结构；at least as much as 表不低于的比较；since 引原因状语从句，that 引定语从句修饰 time。
320,多义,shows an even starker contrast,呈现出更加鲜明的反差,stark 本句义（对比）鲜明、赤裸裸的；常见义荒凉的、完全的（stark naked）。
320,多义,has actually contracted somewhat,反而有所收缩,contract 本句动词义收缩、变小（反义 expand）；常见义名词合同。
320,多义,overnight volatility has spiked,隔夜波动率飙升,spike 本句动词义急剧上升；常见义名词尖钉、尖刺。
320,生词,far outstripping intraday volatility,远远超过日内波动率,outstrip 超过、甩开；语气强于 exceed。
320,术语,the median movements of the S&P,标普指数涨跌幅的中位数,median 中位数，把样本排序后取中间值，不受极端值影响，常与 average（均值）对照使用。
320,多义,the high versus low volatility increase continues to lag,日内最高价与最低价之间的波动涨幅仍然落在后面,lag 本句动词义落后、跟不上；常见义名词时滞（time lag）。
320,术语,these outlier events,离群（极端）事件,outlier 指远离样本主体分布的异常观测值，样本量太少时不宜据以推断。
320,词组,the picture is mixed,情况好坏参半；结论并不一致,picture 此处指整体情形；mixed 指证据两面都有、不指向单一结论。
320,难句,"What we see is that, when counting the frequency of larger moves (4 percent or more), the instances have become more common in the intraday period than in from close to close, while the high versus low volatility increase continues to lag.",我们看到的是：在统计更大幅度波动（4% 及以上）的发生频率时，这类情形在日内时段变得比收盘到收盘时段更常见，而最高价对最低价的波动涨幅仍然落后。,What 引导的主语从句 + is that 表语从句；when counting 为时间状语的分词结构；more common in A than in B 比较结构（原文 than in from 处有赘词）；while 表对比而非时间。
321,多义,one could contend that,有人可能会主张,contend 本句义主张、辩称；另一常见义为争夺（contend for a prize）。
321,多义,coincide with lower volatility,与较低的波动率同时出现,coincide 本句义（在时间上）同时发生、相伴出现；常见义（观点）一致。
321,多义,a grave statistical error,严重的统计错误,grave 本句形容词义严重的、重大的；常见义名词坟墓。
321,词组,mistake coincidence for causation,把巧合误当成因果,mistake A for B 把 A 误认作 B；causation 因果关系，与 correlation（相关）相对。
321,生词,the most damning argument against HFTs,最具杀伤力的、最能定罪的指控,damning 出自 damn，指足以坐实罪名的（证据、论点）。
321,多义,also bear some of the “blame.”,也要承担一部分“罪责”,bear 本句义承担（责任、代价）；常见义忍受、名词熊。
321,术语,cannot cause any net price impact,不会造成任何净价格冲击,price impact（市场冲击）指自身买卖行为推动价格偏移的程度；买卖等量时冲击方向相反、净额为零。
321,生词,related to HFTs is effectively nil,实际上等于零,nil 零、无（英式常用）；effectively 此处义实际上、几近于，而非有效地。
321,生词,logically precludes one from drawing such a conclusion,从逻辑上排除了得出该结论的可能,preclude sb from doing 使某人无法做…、预先排除；比 prevent 更正式。
321,多义,posting limit orders,挂出限价单,post 本句义（在订单簿上）挂出、报出；常见义邮寄、张贴。
321,术语,represents a friction that must be overcome,构成一道必须被突破的摩擦,friction 此处指订单簿上每一档挂单对价格移动形成的阻力，挂单越多价格越难穿越。
321,难句,"Even if we make a grave statistical error and mistake coincidence for causation, the most damning argument against HFTs could be that, in the 20 instances where the market moved at least 4 percent in an intraday period over the last five and a half years, HFTs may have contributed to those large moves to some unknowable degree.",即使我们犯下严重的统计错误、把巧合误当因果，对高频交易最狠的指控也不过是：在过去五年半盘中波动至少4%的那20次事件里，高频交易商可能以某种无从知晓的程度对那些大幅波动“有所贡献”。,Even if 引让步状语从句；主句为 the argument could be that... 表语从句，其内部又插入 in the 20 instances where... 的地点/情形状语，主谓 HFTs may have contributed 被推到很后面。
322,多义,Illiquidity breeds volatility,流动性匮乏才滋生波动,breed 本句义滋生、催生；常见义（动物）繁殖、饲养。
322,词组,This fact seems lost on HFT’s opponents,这一事实似乎完全没被高频交易的反对者领会,be lost on sb 对某人不起作用、某人体会不到（如 The joke was lost on him）。
322,生词,Even in times of duress,即使在（市场）承压的时期,duress 胁迫、压力（法律里指胁迫之下）；under duress 被迫地。
322,多义,to liquidate positions that were acquired passively,平掉那些被动挂单获得的头寸,liquidate 本句义平仓、变现；常见义清算（公司）。
322,词组,no worse than neutral to liquidity,对流动性至多是中性的，不会更差,no worse than 不比…更糟；neutral to 对…不构成正负影响。
322,术语,many blue-chip shares,蓝筹股,blue-chip 指规模大、经营稳健、知名度高的公司股票；名称源自赌场中面值最高的蓝色筹码。
322,多义,exacerbated the downdraft,加剧了下挫行情,exacerbate 使恶化、加剧；downdraft 本义（气流）下沉，此处喻价格下跌浪。
322,多义,given the prevailing market,考虑到当时占主导的市场行情,given 此处为介词，义鉴于、考虑到；prevailing 当时通行的、占主导的。
322,生词,widespread disgust and disappointment in the integrity of capital markets,对资本市场诚信的普遍反感与失望,disgust 强烈反感、厌恶；integrity 本处义诚信、正直，另有完整性义。
322,词组,in the wake of this event,紧随这一事件之后,in the wake of 本义船行过后的尾流，引申为在…之后（多接负面事件）。
322,多义,they hold some important parallels,两者存在若干重要的相似之处,parallel 本句名词义相似之处、可类比者；常见义平行线。hold 此处义具有、存在。
322,文化,"These events occurred on May 29, 1962.",这些事件发生在1962年5月29日。,作者先把前面一整段描述读作 2010 年闪电崩盘，末句才揭示实为 1962 年的“被遗忘的闪崩”，以此说明急跌并非计算机时代独有。
322,难句,"The reality is that, just as real, deep crises occur in markets without any help from computers or HFTs, so do rapid fluctuations in prices.",现实是：正如真正深重的危机无需计算机或高频交易商的帮忙就会在市场上发生，价格的急剧波动同样如此。,"just as A, so B 的对照句型；so do rapid fluctuations 为部分倒装（so + 助动词 + 主语），do 代替前面的 occur。"
323,生词,the determinant of the size of each order placed,每笔挂单规模的决定因素,determinant 决定因素；与 determination（决心、确定）区分。
323,多义,became the center of a snowball,成了雪球效应的核心,snowball 此处名词，喻越滚越大的连锁反应；动词 snowball 即急剧膨胀。
323,生词,what transpired afterwards,之后发生的事,transpire 正式用语，义（事情）发生；另有（真相）为人所知义。
323,词组,has no bearing on that fact,与那个事实毫无关系；不影响那一点,have no bearing on 与…不相干；bearing 此处义关联、影响。
323,生词,the propagation of these volatile moves,这些剧烈波动的扩散传播,propagation 传播、扩散（波、信号、影响）；动词 propagate。
323,多义,the constituents of these ETFs,这些 ETF 的成分股,constituent 本句义成分、组成部分（此处即成分股）；常见义选民。
323,词组,they tend to move in lock-step with one another,它们倾向于彼此步调完全一致地同向变动,in lock-step 原指队列齐步走，喻完全同步、亦步亦趋。
323,词组,should follow suit,应当跟着照做；有样学样,follow suit 源自纸牌跟出同花色，引申为效仿他人做法。
323,术语,the fragmentation of the U.S. equity market,美股市场的碎片化,fragmentation 指同一只股票分散在多个交易所与交易场所成交，流动性被切碎分散。
323,词组,really picked up steam in the late 1990s,在1990年代末真正加速推进,pick up steam 原指蒸汽机加压提速，喻势头渐猛、加速发展。
323,术语,the declaration of “self help.”,宣布启用“自救”条款,Reg NMS 下的 self help：某交易所出现故障时，其他市场中心可声明暂停与其互联报价，从而不必再向其转单。
323,多义,was alleged to have had problems with its technology,据称其技术系统出现了问题,allege 本句义（未经证实地）指称、声称；名词 allegation 指控。
323,术语,the “stub quotes” issue,存根报价问题,stub quote 指做市商为满足挂单义务而报出的极端离谱价格（如 1 美分买入），正常行情下不会成交，流动性枯竭时却被打到。
323,难句,Reg NMS allows an exchange to cease participating and sharing information with the other market centers if there is a problem with one or more of them.,Reg NMS 允许某家交易所在其他一个或多个市场中心出问题时，停止与它们互联参与、停止共享信息。,allow sb to do 结构，cease + 动名词（participating / sharing）并列；if 引条件状语从句，them 回指 the other market centers。
324,词组,they often screw up spectacularly once in a while,他们时不时就会捅出惊天大娄子,screw up 口语，义搞砸；spectacularly 此处反讽义，程度惊人地。
324,生词,through glitches or misbehavior,由于（系统）小故障或不当行为,glitch 指程序或设备的突发小故障；misbehavior 不端行为。
324,词组,a double-standard on computerized traders,对计算机化交易者的双重标准,double standard 指对相同行为按不同尺度评判。
324,生词,there should always be repercussions,始终应当承担（不良）后果,repercussion 多用复数，指某行为引发的连带、后续影响，常为负面。
324,术语,any required ex-post enforcement,任何必要的事后执法,ex-post 拉丁语，事后（相对 ex-ante 事前）；此处指出事后再追责，而非事前禁止。
324,生词,its being infuriating has nothing to do with HFT,它之所以令人愤怒，跟高频交易本身毫无关系,infuriating 令人暴怒的（动词 infuriate）；its being + 形容词是动名词复合结构作主语。
324,多义,the philosophical outlook it implies,它所隐含的哲学观念,outlook 本句义看待世界的观点、态度；常见义前景、展望（economic outlook）。
324,生词,a brilliant Nobel-laureate economist,一位杰出的诺贝尔奖得主经济学家,laureate 桂冠获得者、获奖者，源自古罗马以月桂枝加冕。
324,术语,an op-ed piece in the New York Times,《纽约时报》上的一篇评论版文章,op-ed = opposite the editorial page，指报纸社论对页刊登的外部署名评论，代表作者个人观点。
324,词组,"a game of “bad actors,”",一场“坏分子”的游戏,bad actor 此处非演员，指不良行为者、害群之马；actor 在社科语境中泛指行为主体。
324,生词,despite all the rhetoric to the contrary,尽管有各种唱反调的说辞,rhetoric 此处贬义，指空洞或带偏见的言辞；to the contrary 相反地，作后置定语。
324,词组,The first question that is begged,由此自然引出的第一个问题,beg the question 此处用作引出（一个问题）；其本义还有循环论证之意。
324,词组,raises the banner of social value,打出“社会价值”这面大旗,raise the banner of 高举…的旗号，含以某名义施压之意。
324,难句,"I don’t care about the fact, and it is a clear and indisputable fact despite all the rhetoric to the contrary, that HFTs actually provide an enormous amount of liquidity to the marketplace, which facilitates the trading activities of a great number of other types of players that are judged as having social value by those interested in casting such judgments.",我并不想拿这个事实说事——尽管各种论调唱反调，它仍是清楚且无可辩驳的事实——即高频交易商确实为市场提供了海量流动性，从而便利了众多其他类型参与者的交易活动，而这些参与者在那些热衷于作此类评判的人眼里是有社会价值的。,the fact ... that... 为同位语从句，中间被 and it is a clear ... contrary 这一整句插入语隔断；which 引非限制性定语从句指前面整件事；that are judged as... 修饰 players，as having 为 judge sb as 的宾补。
325,生词,"what kind of fascist, presumptuous thing is it",这是何等专断而自以为是的做法,presumptuous 冒昧的、自以为有资格的（动词 presume）；fascist 此处为强烈贬义修辞，指专断压制他人。
325,生词,a hideous and damnable line of thinking,一种可憎且该被唾弃的思路,hideous 丑恶的、可怕的；damnable 该受谴责的（出自 damn）；line of thinking 思路、推理路线。
325,生词,impinge on the rights of others,侵犯他人的权利,impinge on 侵犯、妨碍（多接 rights/freedom）；名词 impingement。
325,生词,its fallacious presumptions,它那些站不住脚的预设,fallacious 谬误的、推理有误的（名词 fallacy）；presumption 预设、想当然的假定。
325,生词,that calls for scrutiny and sensible regulation,那需要严格审视与合理监管,scrutiny 细察、严格审查；call for 此处义需要、要求（并非呼叫）。
325,词组,the hot-headed talk from some outmoded corners,来自某些过时角落的头脑发热之言,hot-headed 易冲动的、上头的；outmoded 过时的、被时代淘汰的。
325,多义,surprisingly even-headed and downright thoughtful,出奇地冷静持中，甚至相当深思熟虑,downright 本句义十足地、简直（加强形容词）；常见义（形容词）彻头彻尾的。even-headed 头脑冷静、不偏不倚。
325,术语,Banning naked access,禁止“裸接入”,naked access 指客户借用经纪商的交易所席位直连下单、绕过经纪商的风控前置检查；美国已于2011年禁止。
325,词组,was even-keeled,四平八稳、持中客观,even-keeled 源自船只保持龙骨平衡，喻情绪稳定、不偏激。
325,术语,a financial transaction tax (FTT),金融交易税,FTT 按每笔证券交易金额征收的税，意在抑制高频与投机性交易。
