page,type,raw,translation,note
210,多义,the case in favor of larger quants is far from airtight,（论证）无懈可击的,本义密不透风；far from = 远谈不上；case = 论点主张
210,词组,it boils down to an evaluation of managers bottom up,归结为,"本义""熬煮浓缩"""
210,术语,an evaluation of managers bottom up,自下而上（逐个考察）,与 top down（自上而下找整体规律）相对
210,多义,a great deal of expertise and firepower,"实力；资源""火力""",喻指资金、人才、技术等硬实力
210,生词,It is used interchangeably with another term,可互换地,interchange = 互换
210,词组,Data mining is given a fairly bad name in financial circles,败坏…的名声,"注意被动语态：数据挖掘""被扣上恶名"""
210,词组,This is a fine line,微妙的界限,a fine line between A and B = 仅一线之隔
210,生词,The only discernible difference,可辨识的；看得出的,discern = 辨别、看出
210,生词,the method of analyzing data is the primary subject of scrutiny,严格审查；细察,under scrutiny = 受到严格检视
211,生词,the most lucrative clients,高利润的；赚钱的,
211,多义,spend less time on less lucrative prospects,潜在客户,"销售语境=潜在客户；更常见义""前景"""
211,词组,it's largely a moot point,无实际意义的问题,moot = 可争论但已无实际意义的
211,词组,Overfitting is another story entirely,完全是另一回事,= a different story
211,文化,it turns out that the answer is: not bloody likely,门儿都没有；绝无可能,bloody 英式口语加强词（略粗俗）；表强烈否定
211,术语,all their announcements ... were of the Fed announcing rate hikes,加息,hike = 上调（名词/动词）；反义 rate cut 降息
211,难句,"We could, if we were overfitting, draw a conclusion that Fed announcements are always bad, and this conclusion would be successful so long as future Fed announcements are met with the same reaction as past announcements.","如果我们在过拟合，就可能得出""美联储公告总是利空""的结论；只要未来的美联储公告引发与过去相同的市场反应，这个结论就还会灵验。",if we were overfitting 是插入条件句；be met with = 遭到/得到（某种反应）；so long as = 只要
212,生词,idly clicked on a handful of books of interest to me,漫不经心地；随手,idle 闲置的→idly 无所事事地
212,词组,These models are finely tuned to the past,精细调校的,tune = 调音→调参数；be tuned to = 针对…调校
212,词组,the moment that the future is out of step with the past,与…步调不一致；脱节,本义行军步伐不齐
212,多义,it is a gross and incorrect generalization,粗略笼统的；严重的,⚠多义：毛（利）/总的/恶心的；此处=以偏概全的
212,词组,shorter timescales tend to be more amenable to data mining,适合…处理的,be amenable to X = 适合用X方法对待；（人）愿意听从
212,术语,strategies with holding periods of less than a day,持有期,头寸从建仓到平仓的平均时间
212,难句,"Overfitting ignores this basic fact and burdens a limited supply of data too much, asking it to explain more than is realistic, given the amount of data.",过拟合无视这一基本事实，让本就有限的数据背上过重的负担，要求它解释超出实际可能的东西。,拟人手法：burden ... too much + asking it to...（现在分词补充说明）；given = 鉴于、考虑到
213,生词,a hybrid approach that combines data-mining techniques and sound market theory,混合的,hybrid car = 混合动力车
213,生词,Quant trading is no elixir,灵丹妙药,"炼金术""长生药""；no elixir = 并非包治百病"
213,词组,falling prey to the temptation of false precision,沦为…的猎物；受…之害,prey = 猎物
213,难句,"But just as we do not reject analysis because some people are prone to overanalyzing things, we should not so quickly dismiss quantitative modeling (even data mining) just because it is possible (or even easy) for some people to do it badly.","正如我们不会因为有人爱过度分析就否定""分析""本身，我们也不应仅仅因为有人可能（甚至很容易）把量化建模做砸，就轻率否定量化建模（哪怕是数据挖掘）。","just as A, B 平行类比结构；just because ≠ 充分理由"
215,文化,"talent means nothing, while experience, acquired in humility and with hard work, means everything.",天赋一文不值；在谦逊与勤奋中获得的经验才是一切。,本章题词作者 Patrick Süskind = 德国作家聚斯金德，小说《香水》作者
215,多义,significant parallels in the work of a quant trader to the work of a corporate CEO,相似之处,"名词=可类比之处；本义""平行线"""
215,词组,"In this regard, the framework presented in this chapter can be used successfully",在这方面,regard 此处=方面
215,术语,various corporate bond offerings,债券发行,offering = （证券）发行；IPO = initial public offering
215,多义,pierce the walls of secrecy that quants build around their methods,刺穿；突破,"保密""高墙""要设法穿透；本义扎穿（pierced ears 打耳洞）"
215,多义,It also owes to how we ask these questions,归因于,"owe to 不及物用法=（部分）应归功/归因于；不是""欠钱"""
215,生词,answer most or all of my innumerable questions,数不清的,in-（否定）+ numerable（可数的）
215,词组,"Armed with the techniques described in this chapter, the evaluator of a quant has two goals",掌握了…；有…傍身,过去分词短语作状语
216,词组,"In many respects, a quant trading team is much like an engineering team",在许多方面,"respect 此处=方面，不是""尊重"""
216,多义,he must ascertain the integrity of the people involved,正直；诚信,"另一义""完整性""（data integrity 数据完整性）"
216,生词,Quants are notorious for their secrecy and paranoia,出了名的（贬义）,= famous 的贬义版本
216,生词,their secrecy and paranoia,偏执多疑,paranoid = 偏执的
216,生词,comes from experience and know-how,实操诀窍；专门技能,"知道""怎么做""的隐性知识"
216,生词,a former World War II Luftwaffe interrogator,审讯者,interrogate = 审讯；书名 The Interrogator《审讯者》
216,文化,Hanns Joachim Scharff ... succeeded at gathering information from downed Allied pilots without the use of any physical force,汉斯·沙尔夫：二战德国空军审讯官,不动刑、靠建立信任+领域知识+信息管理获取情报的传奇人物；作者以此类比投资人访谈量化经理
216,多义,downed Allied pilots,被击落的,down 作动词=击落、打倒；Allied = 盟军的
216,术语,"trust building, domain knowledge, and an organized system for tracking and retrieving information",领域知识,对特定行业/领域的深入了解
216,语法,And this is not without reason.,并非没有道理,双重否定=确有其因
217,词组,a big chunk of it relates to the behavior of the interviewer,一大部分,chunk = 厚块、大块
217,生词,an actual propensity to talk about what other quants do,倾向；习性,propensity to do = 爱做…的倾向
217,多义,we hold quant managers' strategies in the strictest confidence,保密地,"confidence 此处=秘密、信任托付，不是""信心""；in strict confidence = 绝对保密"
217,词组,They were frequently lulled into thinking that there was no point in keeping secrets,麻痹；哄得（放松警惕）,lull 本义哄睡（lullaby 摇篮曲）
217,生词,since their captor knew so much already,俘获者；看守,capture 同根；captive = 俘虏
217,生词,this never led to blatant tell-all behavior,明目张胆的；露骨的,tell-all = 和盘托出的
217,生词,allowed the interrogator to amass huge amounts of value from the interviews,积累；聚敛,a- + mass（聚成一大堆）
217,生词,to learn a similarly voluminous amount about quant trading,海量的,volume（体积/卷册）同根：大部头的、大量的
217,多义,can be learned without compromising proprietary information,泄露；危及,"⚠此处不是""妥协""！compromised = 被泄密/被破坏"
217,多义,in what instruments and geographies,地域市场,"复数=交易覆盖的国家/地区市场，不是""地理学"""
217,词组,whatever the quant tells him is likely to get spread around the industry,传开；扩散,get spread around = 被四处传播
218,生词,they had a dossier that contained an impressive and extensive array of details,档案；卷宗,法语借词；情报/人事档案
218,词组,an impressive and extensive array of details,一系列；大量,array = 阵列→琳琅满目的一批
218,多义,Keeping information organized furthers the goal of developing deep domain knowledge,推进；促进,"⚠动词用法！不是副词""更远/而且"""
218,术语,repeatedly takes a robust research pipeline and turns it into implemented improvements,研究管线,在研/待上线研究项目的储备流水线
218,生词,a process wherein modules that were not part of the research list from the past suddenly appear in production,在其中（= in which）,正式书面语；同类：whereby、whereupon
218,生词,this could be evidence of sloppiness in the research process,马虎；草率,sloppy = 邋遢潦草的
218,多义,modules ... suddenly appear in production,已上线运行（生产环境）,IT 用语：production = 生产环境，与研发/测试环境相对
218,难句,"But, even to know that you should be asking to see something specific, you already had to have carefully managed the information about the nature of these tools and software.",但是，哪怕只是要知道自己该点名要求看什么，你也必须早已细致管理好关于这些工具和软件的信息。,"even to know... = 条件/目的状语不定式""哪怕只是要…""；had to have done = 必须早已做过（对过去的必要性推断）"
219,词组,who can spin tremendous yarns about why they are long this stock or short another,编故事；滔滔不绝地讲,"yarn 本义纱线；水手行话把讲长故事叫""纺纱"""
219,词组,I've interviewed scores of discretionary stock pickers,数十个；大量,score = 二十；scores of = 好几十
219,生词,"the answers are often vacuous, given without deep thought or analysis",空洞的,vacuum（真空）同根：空无内容的
219,多义,Those charged with evaluating managers must thoroughly examine each of these areas,负有…职责的,"⚠be charged with 另一常见义""被指控""；此处=被赋予任务"
219,术语,your approach to in-sample and out-of-sample testing,样本外测试,in-sample = 用于拟合模型的数据；out-of-sample = 留出的验证数据，检验是否过拟合
219,术语,"e.g., trend, reversion, technical sentiment, value/yield, growth, or quality",均值回归,mean reversion：价格偏离均值后回归；与趋势（trend）相对的 alpha 类型
219,术语,Are you making relative bets or directional bets?,方向性押注,赌单一标的或市场的涨跌方向；relative bet = 赌相对强弱
219,术语,discretionary stock pickers,选股型（主观）基金经理,stock picking = 选股
220,语法,This is but a sampling of the hundreds of questions I ask a quant,仅仅是；不过是,but = only 的正式用法；is but a ... = 只不过是
220,多义,a sampling of the hundreds of questions,一小部分样例,抽样→有代表性的一小撮
220,生词,the commensurate exposures that it yields,相称的；相应的,commensurate with = 与…相称
220,多义,Most quants I have met are sympathetic to the goals of an investor,认同的；支持的,"⚠不是""同情""；be sympathetic to = 赞同"
220,词组,It is largely laid out in this book,完整阐述；铺陈,lay out a plan = 摆开细说
220,生词,Under what circumstances would you ever intervene with your model?,干预；介入,人工干预模型=量化风控的关键问题
220,难句,Most quants I have met are sympathetic to the goals of an investor trying to understand whether that trader's approach and the commensurate exposures that it yields are beneficial to the investor's portfolio's exposures and whether the quant is skilled at his work.,我遇到的大多数量化经理都能理解投资人的目的：搞清楚该交易者的方法及其带来的相应敞口是否有利于投资人组合的整体敞口，以及这位量化经理是否精于其业。,主干 quants are sympathetic to the goals；investor 后接 trying to understand，再带 whether A and whether B 两个并列宾语从句
221,生词,Evaluating the Acumen of Quantitative Traders,敏锐；才干,business acumen = 商业头脑
221,生词,the strategy's return pattern should corroborate the fundamental understanding that the investor has gained,印证；佐证,用独立证据相互印证
221,词组,but it is also easier said than done,说来容易做来难,
221,词组,especially in light of the massive array of subtleties and traps,鉴于；考虑到,= considering
221,多义,such as polluted data,被污染的（脏数据）,数据含错误、缺失或异常值
221,生词,someone who is not technically proficient,精通的；娴熟的,be proficient in/at = 精通
221,多义,the task is doable for those who want to undertake it,着手承担,"⚠另一义""承诺保证""；undertaking = 事业/承诺"
221,多义,One of the handiest tricks I know of,好用的；顺手的,"另义""在手边""；come in handy = 派上用场"
221,术语,a quant is using a trend-following strategy on various individual instruments,趋势跟踪（策略）,追随既有价格趋势的策略，CTA 主流打法
221,难句,"The reality is, however, that evaluating whether scientists know what they are talking about at a deep level is not the easiest task for someone who is not technically proficient.",然而现实是：对技术上并不精通的人来说，判断科学家们是否真的懂行绝非易事。,主语是超长动名词短语 evaluating whether...；not the easiest task = 反语式轻描淡写（litotes），实指非常难
222,语法,optimize her executions such that she makes 0.01 percent more per dollar traded,使得；以致,such that 引导结果从句
222,多义,those that skew the size of winning trades versus losing trades slightly,使偏斜,统计学 skewness（偏度）同源；动词=让分布偏向一侧
222,生词,the details of the few areas that you spot-check,抽查,spot = 抽出的点位；随机抽样核查
222,词组,most often comes down to her decisions at a fairly detailed level,归结为,与 boil down to 同义
222,难句,"Quants often depend on being right only slightly more often than they are wrong and/or on making only slightly more on winning trades than they lose on losing trades in order to generate profits (though trend-following futures strategies tend to lose as much as 70 percent of the time, with dramatically larger payoffs on the winners than the losses suffered on the losers).","量化盈利往往只靠""对的次数比错的略多""和/或""赢单赚的比输单亏的略多""（不过趋势跟踪期货策略可能有高达70%的时间在亏损，只是赢单的回报远大于输单的亏损）。",depend on A and/or on B：两个并列的介词+动名词结构；as much as = 高达；with + 名词短语作补充说明
223,术语,such details are unlikely to be revealed to an investor during due diligence,尽职调查（DD）,投资前对管理人的系统核查流程
223,生词,should be somewhat more reticent to provide such details,缄默的；不肯透露的,reticent to do / about sth = 不愿说
223,词组,knowledgeable and proficient enough to pass judgment on them,作出评判,judgment 此处=裁定、评价
223,多义,to try to divine the quality of a quant's system from clues,推测出；占卜出,"⚠动词义！凭迹象猜出；与形容词""神圣的""完全不同"
223,多义,clues about its particulars,细节；详情,复数名词=具体细节（personal particulars 个人资料）
223,生词,A great many things that seem plausible enough at first glance simply don't work,貌似有理的,看似可信但未必真；⚠≠ possible（可能的）
223,词组,The saving grace for the non-quantitative investor seeking to evaluate a quant,可取之处；能挽回局面的优点,唯一能补救/兜底的亮点
223,词组,that which puts the odds in favor of the portfolio manager succeeding,使胜算偏向…,odds = 胜算/赔率；in one's favor = 对某人有利
223,语法,"just because a quant pays a lot of money to a data vendor for clean data, doesn't mean that the quant should actually rely on the cleanliness of that data","仅仅因为量化经理花大钱向数据商购买""干净""数据，并不意味着他就真该信赖这些数据的干净程度。",just because A doesn't mean B = A 不构成 B 的理由；口语中 just because 从句可直接充当主语
224,多义,this is merely an invocation of the activity,口头搬出；套话式提及,"invoke = 援引、搬出（invoke a rule）；不只是""祈祷"""
224,生词,How a quant deals with adversity is critical to understanding his edge,逆境,adverse 不利的→adversity 逆境
224,词组,"By analogy, an inexperienced or inferior pilot might decide to emergency-land his plane",用类比来说,analogy = 类比
224,多义,because of a little unexpected turbulence,气流颠簸；动荡,航空义=颠簸；金融义=市场动荡；此处一语双关
224,词组,who was at the helm of US Airways Flight 1549,执掌；掌舵,helm = 船舵；take the helm = 接掌
224,文化,take the example of Chelsey Sullenberger,萨伦伯格机长与1549航班,"2009年""哈德逊河奇迹""：客机遭鸟击双发失效后成功迫降河面，155人全部生还；作者类比优秀量化面对逆境时的沉着判断"
224,生词,even the airplane was found more or less intact,完好无损的,in-（不）+ tact（触碰）：未被碰坏的
225,词组,a knee-jerk reaction,下意识的应激反应,knee jerk=膝跳反射→未经思考的本能反应
225,多义,on a crash course with total failure,正朝着彻底失败的方向直冲过去,"此处crash course=相撞轨道（collision course）；⚠常见义""速成班""完全不同"
225,难句,One could argue that LTCM's biggest mistake was forgetting Keynes' admonition that the markets can remain irrational longer than an investor can remain solvent.,可以说LTCM最大的错误就是忘了凯恩斯的告诫：市场保持非理性的时间，可以比投资者保持偿付能力的时间更久。,admonition that...=同位语从句；remain+形容词=保持某状态；凯恩斯名言
225,生词,Keynes' admonition,告诫；警示,admonish（告诫）的名词
225,生词,every bump in the proverbial road,俗话所说的；谚语里那种,"标记后面的比喻是套用俗语的说法（""路上的颠簸""）"
225,多义,pinpoint problems,精确定位（问题）,pin（针）+point（点）→像针尖一样精准找到
225,术语,quant models eventually decay into mediocrity,（模型）衰减,量化术语：策略盈利能力随时间衰退（alpha decay）
225,术语,a data edge,数据优势,靠独有数据源或更好的数据收集/清洗/存储获得的竞争优势
225,词组,These advantages eventually are competed or regulated away,被竞争耗尽；被监管消除,"动词+away=把优势一点点""磨掉""直至消失"
226,生词,It is a truism in economics that ...,不言自明的道理；老生常谈,true+-ism：人尽皆知、无需论证的道理
226,难句,"It is a truism in economics that, if higher-than-average profit margins can be had in some activity, more and more players will compete until the margins compress and normalize at levels more typical in the broader marketplace.",经济学里有条不言自明的道理：如果某项活动能获得高于平均的利润率，就会有越来越多的玩家进来竞争，直到利润率被压缩、回落到整个市场更常见的水平。,It is a truism that...形式主语；that从句内嵌if条件句；can be had=可以获得
226,多义,the margins compress and normalize,（利润率）收窄压缩,此处不及物：利润率自行收窄；normalize=回归常态
226,生词,generate a diaspora of lieutenants,四散出去（自立门户）的一批人,"原指犹太人""大流散""（Diaspora）；此处喻门徒散出去另立山头"
226,词组,In any event,无论如何；不管怎样,= in any case
226,生词,more difficult for new entrants,新进入者,enter+-ant：刚进入该领域的新玩家
226,词组,they had to branch into other areas,拓展进入（新领域）,branch=树枝→像分枝一样延伸出去
226,多义,"their edge, which was largely related to a lack of competition, was eroded",（优势）被侵蚀,本义土壤被水流侵蚀→逐渐削弱
226,术语,lack-of-competition edge,缺乏竞争型优势,因暂时无人竞争而享有的超额利润；书中称其最转瞬即逝
226,术语,Structural edges,结构性优势,由市场结构（规则、费率、席位等）赋予的优势，常因监管而生、因监管而亡
226,词组,puts the wind in the sails of a market participant,为…扬帆助力；让…顺风顺水,风灌满帆→外部条件助推
227,多义,a trader in the pits of the New York Mercantile Exchange,（场内）交易池,"pit本义""坑""；旧时交易所公开喊价的场地；pit-traded=场内喊价交易的"
227,术语,market-making activities,做市,持续挂双边买卖报价、赚价差并提供流动性的行为
227,生词,payments by ECNs for order flow will dwindle,逐渐减少；日渐萎缩,
227,文化,"a ""trust, but verify"" basis",信任，但要核实,里根谈美苏军控时的名言（源自俄语谚语），现为尽调界口头禅
227,词组,should probably serve as a red flag,危险信号；警讯,红旗=示警标志
227,多义,this is a tricky proposition,棘手的事情；难办的问题,"此处=要处理的事，不是逻辑""命题""或""提议"""
227,生词,the mistakes or misdeeds in a quant's past,不端行为；劣迹,mis-（坏）+deed（行为）
227,难句,"The investor must determine whether the mistakes or misdeeds in a quant's past served to teach her a lesson, or whether they indicate a likely pattern of behavior that will repeat, even if not in exactly the same way.",投资者必须判断：量化经理过去的错误或劣迹究竟是让她吸取了教训，还是预示着一种很可能重演（即便形式不完全相同）的行为模式。,whether A or whether B双选择宾语从句；serve to do=起到…的作用；even if not后省略主谓
227,术语,as a potential fiduciary acting on behalf of the investor,受托人,负有信义义务者：必须以客户利益最大化行事并披露利益冲突
227,多义,Fiduciaries are bound to act in their clients' best interest,负有义务的；必须,"be bound to此处=受约束必须做；⚠另一常见义""必定会"""
227,词组,to be very open and up front about any potential conflicts of interest,坦诚；直言不讳,另注意upfront fee=预付费用
227,生词,anything else that could impede their fulfilling their duties,妨碍；阻碍,⚠形近：impede妨碍/impel驱使/impute归咎
228,多义,someone intent on deceiving,一心想要（欺骗）的,"intent此处是形容词=执意的；名词义为""意图"""
228,生词,to be facile in answering questions about them,对答如流的,"本义""轻而易举的""（常含贬义""肤浅的""），此处=流利不费力"
228,生词,convincingly provide an alibi,不在场证明,"拉丁语""在别处""；刑侦用语"
228,词组,making up answers to questions about details on the fly,现编；即兴临场地,原指飞行中→不落地、边进行边处理；make up=编造
228,多义,questions he likely has not rehearsed beforehand,预先排练；打好腹稿,rehearsal=彩排；此处指提前准备好说辞
228,词组,these answers also have to be able to stand up on their own,站得住脚；经得起推敲,stand up (to scrutiny)=经受住检验
228,难句,"Though even less skilled quants might have answers at hand for higher-level questions about their strategies and process, even someone intent on deceiving rarely thinks through low-level details sufficiently to be facile in answering questions about them.",尽管技艺较差的量化经理也可能对策略和流程的高层次问题有现成答案，但即便是存心欺骗的人，也很少会把低层细节想得足够透彻，以至于能流利回答关于细节的提问。,Though让步；intent on deceiving后置定语；sufficiently to be facile=充分到足以…的程度
228,生词,who her dissertation committee included,博士论文,专指学位论文；dissertation committee=论文答辩委员会
228,文化,verifiable with her alma mater,母校,"拉丁语""哺育之母""；美国高校语境常用"
228,词组,I would put forth that ...,提出（观点/主张）,= put forward
229,文化,Bernie Madoff and the other scandals ... in late 2008,麦道夫骗局,2008年末曝光的史上最大庞氏骗局（约650亿美元）；尽调话题必引案例
229,难句,Investors cannot validly claim that they understood how Madoff could have made such consistently positive returns based on the strategy he is said to have employed.,投资者无法理直气壮地宣称：基于麦道夫据称采用的那套策略，他们真的理解他是如何做出如此持续为正的回报的。,he is said to have employed=据说他曾采用（不定式完成式表早于主句的动作）；claim内嵌how从句
229,生词,"fraud, malfeasance, or other misbehavior",渎职；不法行为,法律用语：mal-（坏）+feasance（行为）
229,语法,"But, as trend following in general goes, so it is likely that the human and computerized trader both go.",趋势跟踪这个大类整体表现如何，人工和电脑趋势交易者多半也一起如何。,"as A goes, so goes B=A怎样B亦怎样（一荣俱荣、一损俱损）"
230,词组,in line with the levels that the investor has determined are desirable,与…一致；符合,line=线→保持在同一条线上
230,难句,This is because this strategy tends to bet against the prevailing trend while remaining indifferent to the destabilizing effects of a large trend reversal on the relationships depended on by a relative alpha strategy.,这是因为该策略倾向于逆着现行趋势下注，同时并不受趋势大反转的冲击——而相对alpha策略所依赖的标的间关系恰恰会被这种大反转破坏。,while remaining...分词状语；depended on by...=过去分词短语后置定语（被相对alpha策略依赖的关系）
230,词组,for several quarters on end,连续（数季度）,"on end=接连不断地；⚠不是""最终"""
230,术语,they are subject to crowding risk,拥挤风险,太多资金挤在同类策略里，集体撤退时互相踩踏（如1998年8月、2007年8月）
230,生词,but also far from invulnerable,并非无懈可击,in-+vulnerable（易受伤的）；far from+形容词=远非
231,词组,grow their assets when assets are on offer,有人送上门的；可供获取的,"资金""送上门""时经理往往忍不住扩大规模"
231,多义,these considerations closely mirror the taxonomy,与…如出一辙；正好呼应,mirror作动词=像镜子一样映照/对应
231,词组,distinctions along the lines of the three portfolio considerations,按照…的思路（划分的）,"line=思路/路线；也常表""类似于…的"""
231,词组,extract and piece together information,拼凑出（完整图景）,像拼图一样把零散信息拼成整体
232,多义,Once quants have been vetted,审查；考察合格,"vet作动词=严格审核背景/资质；⚠名词义""兽医""无关"
232,词组,I asked him how on earth they had done so well,到底；究竟是怎么,on earth置于疑问词后加强语气
232,词组,both concise and seemingly on target,切中要害；说到点子上,target=靶子；正中靶心
232,文化,There is no secret sauce.,秘方；独门绝技,"美式说法（源自快餐店""秘制酱料""）：制胜诀窍"
233,生词,relentlessly work to improve everything we do,不懈地；毫不松劲地,relent=松劲/心软→relentless不松懈的
237,文化,I'm so fast that last night I turned off the switch in my hotel room and was in bed before the room was dark.,我快到昨晚关掉旅馆房间的灯之后、房间还没黑我就已经躺上床了。,"拳王阿里的著名吹牛名言；作者借它引出""高速/高频""交易主题"
237,词组,with markets fresh off of a harrying near-Depression experience,刚刚经历完…,fresh off (of)=刚从…中出来
237,生词,a harrying near-Depression experience,折磨人的；令人疲于奔命的,harry动词=反复袭扰；near-Depression=近乎大萧条的（2008危机）
237,词组,a new breed of trading firms,新一类的；新品种的,breed=（培育出的）品种→某一类人/机构
237,难句,"In early 2009, with markets fresh off of a harrying near-Depression experience, news reports began to circulate that among the few winners in financial markets in 2008 was a new breed of trading firms—so secretive as to make quant trading shops look like glass houses—called high-frequency traders (HFTs).",2009年初，市场刚从一场折磨人的准大萧条中缓过来，新闻里开始流传：2008年金融市场的少数赢家中有一类新型交易公司——其隐秘程度让量化交易公司相比之下都像玻璃房一样透明——它们被称为高频交易商（HFT）。,circulate=（消息）流传；among the winners was a new breed=介词短语前置引起倒装；so secretive as to=神秘到足以…；两个破折号夹插入语
237,多义,"in the press, political and regulatory circles",界；圈子,circle=某一行业/领域的人群，如political circles政界
237,多义,"prompted a chorus of cries of ""no fair""",齐声；异口同声的一片（喊声）,本义合唱队→众口一词；no fair=（口语）不公平
237,词组,in an effort to add weight to Goldman's allegations,为…增加分量；佐证,weight=分量/说服力；allegation=（未经证实的）指控
237,生词,This was eye-catching for many,抓人眼球的,catch one's eye=引人注目
237,术语,"""manipulate markets in unfair ways""",操纵（市场）,market manipulation=市场操纵，证券监管核心罪名
238,词组,"But the damage was done, and the stage was set.",大幕已拉开；铺垫已就绪,舞台已搭好=后续事件的条件已经成熟
238,词组,wiped out most of the 600 point loss,抹平；一举收复（跌幅）,"wipe=擦→把跌幅""擦掉"""
238,生词,"for now, it suffices to say that ...",足矣；只需说,sufficient（足够的）的动词；it suffices to say=只消说这一点就够了
238,生词,the kinds of quant strategies we explicated in Part Two,详细阐释,ex-+plic（折叠）→展开说明；⚠形近explicit（明确的）
238,生词,quant trading is not some monolithic idea,铁板一块的；单一同质的,mono-（单一）+lith（石头）：像一整块巨石
238,多义,contains an enormously diverse constituency,（构成整体的）群体,"此处=组成人群，不是""选区""；⚠形近constituent（成分股）"
238,生词,"HFT is not a well-defined, homogenous activity",同质的；清一色的,homo-（相同）+gen（种类）；反义heterogeneous（异质的）
239,词组,will no doubt scoff at the notion that ...,嗤之以鼻；讥笑,scoff at the notion=对这种说法不屑一顾
239,多义,it allows us to have a common footing when discussing the topic,立足点；共同基础,foot→footing=站稳的基础；on an equal footing=平起平坐
239,文化,"""But I know it when I see it. . . .""",（虽然定义不了）但我一看便知。,"美国最高法院大法官Potter Stewart 1964年论""何为淫秽物品""的著名判词，后被广泛借用于一切难下定义之物"
239,生词,in industry lingo,行话；黑话,非正式说法，=jargon
239,多义,their buying and selling activity tends to exactly offset,正好相互抵消,off+set：一买一卖正好对冲归零；名词义=抵消项
239,难句,"However many shares or contracts were bought of a given instrument had to have been sold as well; otherwise, there would be a net position at the end of the day.",某一标的当天买了多少股或多少张合约，就必须同样卖出多少；否则日终就会留下净头寸。,However many X were bought整体作主语=凡买入的那么多；had to have been sold=必须也已经卖出（完成式表逻辑必然）
240,多义,have pegged the profitability of an HFT strategy ... at approximately $0.001 per share,把…估定为；测算为,"peg at=把数值""钉""在某水平；⚠另一义：钉子/联系汇率制（currency peg）"
240,多义,This fee translates to about $0.006 per share,折合为；相当于,"数字换算高频用法，不是""翻译"""
240,生词,It is instructive to compare this to SEC regulatory fees,有启发的；能说明问题的,instruct（教导）→给人启示的
240,多义,they are actually just the revenue side of the ledger,账本；总账,"只算了账本的收入一侧（尚未扣成本）；区块链""分布式账本""同词"
240,术语,an extraordinarily successful outlier,离群值；异常值,统计术语：远离样本主体的数据点；引申=远超同侪的个例
240,词组,To put this in perspective,作个对照；放进参照系看,perspective=透视/视角：和参照物一比才知大小
240,多义,"accounts for, say, 5 percent of the U.S. equity market's volumes",比如说；假设,"插入语用法=for example；⚠不是动词""说"""
240,难句,"And since there are a large number of firms competing, even a successful one that accounts for, say, 5 percent of the U.S. equity market's volumes (which would make it an extraordinarily successful outlier) is making something like $65 million per year in revenues, before accounting for the extensive technological, compliance, and human resource costs that are required to compete.",而且由于竞争者众多，即便一家成功到占美股成交量（比如说）5%的公司——这已算极其成功的离群值——一年营收也不过6500万美元左右，这还没计入参与竞争所必需的庞大技术、合规和人力成本。,主干=even a successful one is making...；括号与say均为插入语；accounts for=占比，而句末accounting for=计入（同词组两义对照）
241,生词,astounding,令人震惊的,astound = 使大为惊讶（语气比 surprise 强）
241,词组,in the grand scheme of things,从全局来看；放在大格局里看,
241,生词,minuscule,极其微小的,⚠拼写是 minu- 不是 mini-
241,多义,the pie for which they are competing,"他们所争夺的""蛋糕""（可分的总利润）",pie 比喻可供瓜分的总收益
241,词组,drive up competition,推高/加剧竞争,drive up = 抬升（价格、竞争程度等）
241,多义,a contraction in the field,行业收缩,contract 动词=收缩/订约；此处名词=（行业）萎缩
241,生词,profits that have been hyperbolized in the press,被媒体夸大渲染的利润,hyperbole = 夸张修辞
241,生词,the meager revenues,微薄的收入,
241,词组,separate truth from myth,把真相与迷思区分开,myth = 迷思/以讹传讹的认知
241,难句,"An interesting question, and one to which I have no particularly clever answer, is why so much money and so many smart people are so focused on this niche, considering the relatively diminutive size of the pie for which they are competing.",一个有趣的问题——对此我也没有特别高明的答案——是：考虑到他们争夺的蛋糕相对如此之小，为什么会有这么多资金和这么多聪明人如此专注于这个细分领域。,主语=question；and one to which... 是插入的同位语（one = a question）；considering... = 让步状语；for which... 定语从句修饰 pie
243,文化,In skating over thin ice our safety is in our speed.,在薄冰上滑行，安全全在于速度。,"爱默生（Ralph Waldo Emerson）名言，作章首题词点出""速度""主题"
243,生词,Foremost among these,其中最重要的是,fore(前)+most；first and foremost = 首要的是
243,生词,These two concepts are conflated,这两个概念被混为一谈,conflate = 把不同事物混同；⚠形近 inflate 使膨胀
243,生词,reasonably savvy investors,相当在行的投资者,savvy = 精明内行的；tech-savvy = 懂技术的
243,词组,gives rise very naturally to the second,非常自然地催生了后者,give rise to = 引起/导致
243,多义,cousins but not synonymous,近亲但并非同义,cousin 比喻两个相似但不同的事物；synonymous = 同义的
243,文化,carrier pigeons,信鸽,1815年伦敦罗斯柴尔德银行用信鸽先获知拿破仑滑铁卢战败、做空法国债券大赚的著名典故
243,词组,got his start in 1845,起家；开始发迹,get one's start = 开启事业（路透社创始人靠信鸽网络起家）
243,难句,"It refers to the need, on the part of various types of traders, to access the markets with minimal delays, and to be able to act on decisions with minimal delays.",它指的是各类交易者以最小延迟接入市场、并能以最小延迟执行决策的需求。,主干 = the need to access ... and to be able to act ...（两个不定式并列修饰 need）；on the part of...（就…一方而言）为插入语，先跳过
244,生词,Paris' bourses,（巴黎的）证券交易所,法语借词，多指欧洲大陆的交易所
244,术语,Passive orders are limit orders that cannot be immediately filled.,被动订单,无法立即成交、挂入订单簿等待的限价单
